txt,words,title,summery,summery_word,similarity,label,,,,
최 진술인은 군이 국방업무 수행에 전념할 수 있도록 인권 문제와 권익 문제를 위한 효율적인 기구로서의 옴부즈맨 제도가 필요하다고 했다.,"['국방', '권익', '업무', '문제', '전념', '인권', '수행']",일을 잘 맡긴다는 것,일 잘하는 리더 VS 일 잘 맡기는 리더누가 더 연봉이 높을까?일을 잘하는 리더가 있고 일을 잘 맡기는 리더가 있다. 당신은 어떤 리더인가? 신간 『일을 잘 맡긴다는 것』은 리더가 일을 잘하는 것은 아무 쓸모 없고 일을 잘 맡기는 것이 중요하다고 말하는 책이다. 저자는 지난 20년 동안 매년 1000명 넘는 리더에게 일을 잘 맡기는 방법을 코칭하고 있는 조직 매니지먼트 전문가다. 조직이 요구하는 리더의 능력이 변하고 있다. 일을 둘러싼 환경이 급변하고 있기 때문이다. 주 52시간으로 근무시간은 짧아졌고 일과 삶의 균형을 중시하는 워라벨 세대가 등장했다. 이제는 예전처럼 상명하복으로 일을 시키면 그냥 하는 시대가 아니다.  문제는 그렇다고 해서 회사가 리더에게 요구하는 목표가 줄어드는 건 아니라는 점이다. 리더가 일하는 시간을 무한대로 늘린다고 해도 해결되지 않는다. 저자는 일을 맡길 직원이 없는 게 아니라 일을 맡기지 못하는 리더가 있을 뿐이라고 일침을 가한다. 더 이상 혼자만의 힘으로 리더의 능력을 인정받는 시대는 지나갔다며 이제 리더에게 가장 필요한 능력은 부하 직원에게 일을 맡기고 그 업무가 문제없이 진행되도록 하는 것이라고 말한다. 리더가 일을 잘 맡기는 기술을 익혀야 하는 이유다. 그러나 많은 리더가 일 맡기는 걸 어려워한다. 그 이유는 일을 맡길 부하 직원의 유형과 일을 맡겨야 하는 상황의 조합이 무한대로 나오기 때문이다.  부하 직원 모두 우수하고 긍정적이고 적극적이고 책임감이 강하다면 얼마나 좋겠는가. 하지만 이런 상황은 현실에선 존재하지 않는다. 90년대생 직원 남성 여성 직원 나보다 나이가 많은 직원 등 나이가 다르고 성별이 다르고 가치관도 다르다. 철부지형 트러블 메이커 등 성향도 다르다. 게다가 일을 맡겨야 하는 상황도 다르다. 그렇다면 어떤 일을 어떤 부하 직원에게 어떻게 맡길 것인가? 책에는 리더 자신이 어떤 유형인지 알 수 있는 체크리스트를 포함해 일을 맡길 때 5단계 원칙 부하 직원의 8가지 유형과 그 유형별로 일을 맡기는 방법 그리고 일을 잘 맡기는 리더의 이미지를 만드는 법들을 소개하고 있다. ‘일을 맡기는 기술’이 얼마나 중요한지 확인하고 자신이 일하는 방식을 개혁해야 한다는 것을 깨닫게 될 것이다.,"['요구', '리더', '직원', '업무', '회사', '문제']",0.182,0,,,,
김 위원은 부대에서 음식이 다르게 배분되거나 영내자들이 밥을 못 먹는 문제들을 국방부가 다른 방식으로 바로잡을 수 있는지 고민한 후 보고해 달라고 말했다.,"['국방부', '음식', '배분', '내자', '다른', '문제', '고민', '방식']",백년을 살아보니,조청 생산자가 들려주는 조청 이야기와 조청 요리비법양념의 통념을 깬 조청을 활용한 요리비법조청을 주제로 한 국내 최초의 음식에세이 & 요리책30여 년이 넘도록 전통 방식의 조청을 고수해온 저자의 조청에 얽힌 역사와 문화 30년 조청인생 이야기 그리고 이 요리책의 핵심 재료인 조청을 제대로 만드는 방법과 함께 친환경 제철 먹을거리와 조청을 활용해 건강을 지키며 맛까지 잡은 다양한 음식들을 한상 가득 내놓을 수 있도록 118가지의 요리비법을 책에 담았다. 말 그대로 조청을 주제로 한 국내 최초의 책이라 할 수 있다.  흔히 요리할 때 조청은 잘 쓰지 않는다는 통념을 깨고 설탕 물엿 올리고당 등을 대신해 샐러드요리 조림요리 볶음요리 무침요리 찜요리에 이르기까지 조청을 활용한 요리비법을 자상한 어머니처럼 꼼꼼하게 알려줘 부엌에 꼭 비치해 놓아야 할 요리책이다.,"['음식', '요리', '전통', '방식', '에세이']",0.182,0,,,,
진술인 오 씨는 헌법의 계엄제도를 예를 들며 국가와 국가의 문제가 아닌 해적의 문제라면 경찰이 투입되어야 한다고 생각하기에 어떤 수단으로 대응할지는 고민이 필요하다고 했다.,"['진술', '헌법', '문제', '제도', '라면', '해적', '경찰', '계엄']",파이썬 3로 컴퓨터 비전 다루기,현실 세계의 문제를 해결하는 40가지 알고리즘을 배우면서프로그래머라면 꼭 갖춰야 할 알고리즘 응용력과 문제 해결력을 높이자!현대 사회에서 개발자와 프로그래머가 갖추어야 하는 필수 소양은 알고리즘을 이용한 문제 해결 능력이다. 이 책은 문제의 성격에 따라 적합한 알고리즘을 소개하고 그 작동 원리를 설명한다. 특히 현실 세계의 문제를 해결하는 40여 개 알고리즘을 보여주면서 그 작동 원리를 이해시키고 파이썬으로 직접 구현해 본다.,"['알고리즘', '문제', '라면', '프로그래머', '해결']",0.182,0,,,,
황 위원은 사이버 군 병력 소요 측정은 열세에 놓일 이유가 없다며 사이버전에 종사하면 군 생활을 보람 있게 보낼 수 있으므로 비대칭 전력에 대한 계획을 세워달라고 했다.,"['생활', '사이버', '사이버전', '병력', '측정', '소요', '보람', '종사']",진로와 직업 워크북 취업할래요+취업했어요 세트,"내가 원하는 삶을 살 수 있다면 얼마나 좋을까? 내가 좋아하는 일을 찾고, 그 일을 하며 하루하루를 살아가는 것만큼 행복한 삶은 없을 것이다. 이렇게 행복한 삶을 매일 살아가는 게 어쩌면 우리 모두의 꿈일지도 모른다.여기, 꿈을 이루어주는 책이 있다. 이 책은 나의 특성에 맞는 직업을 찾고, 그 일을 하며 보람을 느낄 수 있게 도와준다. 행복한 직업생활을 준비하고, 취업 후 행복한 독립생활을 위해 꼭 필요한 내용이 담겨 있다. 처음부터 내가 잘할 수 있는 일을 찾고 그 꿈을 이루기 위해 무엇을 해야 할지 알 수는 없다. 하지만 이 책과 함께한다면 어느새 내가 원하는 꿈을 찾게 되고 그 꿈을 이루기 위해 노력하는 자신의 모습을 발견하게 될 것이다.","['생활', '보람', '직업', '취업', '준비']",0.182,0,,,,
백 위원이 F-35가 전면 비행 중단되고 화제가 나서 진단하는 데 몇 개월 걸리기 때문에 예산까지 문제가 되는 것으로 진단하는데 몇 개월이나 보냐고 했다.,"['때문', '예산', '중단', '문제', '화제', '비행', '개월']",이기는 대화,스페셜 에디션『이기는 대화』는 어떤 책인가이기는 대화가 주는 포인트는 ‘소통’에 대한 답변이다. 소통의 기본은 상대의 말(이야기)을 들어주는 일에서 시작된다. 대화란 두 사람 이상이 모인 자리에서 이야기를 나누는 일인데 이 때 상대와의 간극을 좁혀주는 제일의 요소는 바로 의사소통이다. 의사소통이 바로 이기는 대화의 기본이다. 그런데 이 소통의 방법에서 문제가 생겨 상대에게 상처를 주고 흠집을 내고 반목하여 불화를 만들어내기 때문에 의사소통을 제대로 하려면 우선 상대의 말에 귀를 기울이고 제대로 들어주는 우선이다. 누구나 무인도에서 혼자 살지 않고 많은 사람들과 관계를 맺으며 산다. 사적이든 공적이든 그 모든 사람들과의 관계란 마냥 즐겁지만도 그렇다고 항상 괴로운 것은 아니다. 다른 사람들과 더불어 살아가야 하는 세상이라면 좋은 사람이란 괜찮은 사람이라는 평가를 받는 것이 좋다. 그래서 누군가와 대화를 나누고 나서 후회한 경우가 많았더라면 자기가 하는 말보다 남이 더 많은 말을 하게 그리고 자기가 더 많이 들어주는 것이 최고이다. 그렇다고 말을 능숙하게 잘해서 상대를 제압하라는 것이 아니라 말을 아끼고 아껴서 머릿속으로 정리되어 나온 진실한 말들이 사람들 사이를 돌아다니게 해 주는 일일 거다.,"['때문', '소통', '의사소통', '문제', '불화', '방법']",0.182,0,,,,
백 위원이 F-35가 전면 비행 중단되고 화제가 나서 진단하는 데 몇 개월 걸리기 때문에 예산까지 문제가 되는 것으로 진단하는데 몇 개월이나 보냐고 했다.,"['때문', '예산', '중단', '문제', '화제', '비행', '개월']",파이썬으로 배우는 공업수학,데이터 분석 프로젝트를 수행할 때 필요한 핵심 역량이 궁금하다면?4차 산업혁명이 도래한 이후 많은 사람들이 데이터 분석을 공부하고 있다. 하지만 실제로 분석 프로젝트에 투입되어 업무를 수행할 때는 이론과 현실의 차이에서 발생하는 문제 때문에 많은 분들이 어려움을 겪고 있다. 이 책은 실제 분석 프로젝트를 수행할 때 발생할 수 있는 문제와 이를 해결하는 데 필요한 내용을 다룬다.,"['때문', '공부', '문제', '분석', '어려움', '데이터']",0.182,0,,,,
위원장 황 씨는 국정감사 결과보고서 내용에 대해서 감사원 감사가 진행 중에 있기 때문에 다음 회의 때 그 진행을 관계관을 불러 놓고 감사 청구할 것인지 결정하기로 했다.,"['회의', '보고서', '다음', '위원장', '관계', '국정감사', '결과', '진행']",현장에서 바로 써먹는 비즈니스 영어 생존 대화법,어떤 순간에도 막힘없는 비즈니스 영어 최고의 노하우!B2B 실무자들을 위한 핵심 필독서! 대기업 17년차 B2B 프로 마케터인 저자가 비즈니스 해외 영어 실전 노하우를 쉽고 재미있게 알려준다. 회의를 진행할 때 비즈니스 식사를 할 때 전화를 할 때 등 수많은 상황에서 직접 몸으로 부딪히며 해결해나간 경험을 담은 이 책을 통해 바쁜 직장인들도 얼마든지 업무와 상황에 맞는 실무영어를 쉽게 습득할 수 있다.,"['회의', '영어', '비즈니스', '해외', '진행']",0.182,0,,,,
방위사업청장 장 씨는 국방시설사업 분야에 추경을 하며 기재부와는 방위력개선사업에는 제외하기로 1차 협의를 했으므로 추경에 연부액 부족분을 하는 것은 어렵다고 생각된다고 했다.,"['국방', '시설', '사업', '방위', '개선', '분야', '기재부']",적을 만들지 않는 대화법,까다로운 사람과 지혜롭게 대화하는 법 늘 사람이 따르게 하는 대화법의 바이블로 오랫동안 선택받아온 스테디셀러 『적을 만들지 않는 대화법』이 새로운 개정판으로 출간되었다. 『적을 만들지 않는 대화법』은 2008년 출간 이후 10년이 넘는 기간 동안 화술/협상 분야에서 ‘최고의 책’으로 꼽히며 부동의 베스트셀러로 사랑을 받아왔다. 특히 국립중앙도서관에서 가장 많이 대출된 ‘직장인’ 관련 도서로 선정(2018년)되는 등 사회생활을 하는 많은 직장인에게 갈등을 협력으로 바꾸는 실용적인 해법을 제시해왔다. 보다 산뜻한 감각의 디자인으로 단장한 이번 판 역시 대화에 어려움을 겪는 이들 그리고 더 나은 관계를 원하는 이들에게 꼭 필요한 지침서가 되어줄 것이다.『적을 만들지 않는 대화법』은 어떠한 상황에도 속절없이 말려들지 않고 똑똑하게 원하는 것을 얻을 수 있게 하는 대화의 기술을 조목조목 전해준다. 핵심은 당신 자신의 권리와 상대방의 권리를 동시에 지키는 것이다. 우리는 이 책에서 죄책감 없이 “No”라고 말하는 법 당당하게 거절하는 법 남을 설득하여 원하는 것을 얻어내는 법을 습득할 수 있다. 적을 만들지 않기 위해 양보나 인내만을 중시할 필요는 없다. 나 자신을 지키는 당당한 대화법을 통해 인간관계를 개선하고 싶은 독자들 역시 이 책의 조언에 귀 기울일 만하다.,"['협상', '인간관계', '최고', '독자', '개선', '분야']",0.182,0,,,,
백 위원은 KF-X 와 F-X 사업이 연계할 때 소통이 안되어 아쉬움이 있다고 했고 한 장관은 체계개발 과정 중 ADD 참여에 관한 문제가 셋업이 안 돼 비롯된 문제라고 했다.,"['개발', '아쉬움', '참여', '소통', '사업', '문제', '과정']",의미 있는 대화를 나누는 방법,중요한 순간에 말문이 막힌다고 생각하는가?다른 사람들에게 여러분의 목소리를 제대로 내지 못한다고 생각하는가?여러분이 소통하는 방식이 실망스러운가?말은 인생의 모든 면에서 우리가 앞으로 나아갈 수 있게 돕는 핵심 도구다. 그런데도 기회를 놓치거나 정말 중요한 감정을 표현하지 못했다고 느낀 적이 얼마나 많은가? 관계에 문제가 생겨서 애인과 이야기해야 하든 경력에 관해서 상사와 이야기해야 하든 이 책은 여러분이 목적을 달성하는 데 필요한 노하우를 알려줄 것이다.책에 실린 다음의 내용에 주목해보자.1. 자신감을 키우고 지속적인 성과를 올리도록 도와줄 7가지 전략2. 대화를 통해서 인생을 바꾼 평범한 사람들의 실제 사례3. 신뢰를 쌓고 마음을 열고 새로운 가능성을 불러오기 위한 간단한 변화의 예의미 있는 대화는 여러분의 인생에 진정한 변화와 성장을 불러오는 가장 효과적인 방법이다. 이 책은 그 방법을 보여준다.,"['소통', '이야기', '문제', '애인', '실망', '방식']",0.182,0,,,,
백 위원은 KF-X 와 F-X 사업이 연계할 때 소통이 안되어 아쉬움이 있다고 했고 한 장관은 체계개발 과정 중 ADD 참여에 관한 문제가 셋업이 안 돼 비롯된 문제라고 했다.,"['개발', '아쉬움', '참여', '소통', '사업', '문제', '과정']","소통을 위한 대화, 이렇게 하면 돼요",27년 소통 전문 강사가 문답식으로 풀어낸 대화법 강의세상의 많은 문제들은 소통만 잘해도 해결될 수 있다!‘왜 이렇게 말이 안 통할까?’ ‘저 사람은 왜 도무지 설득이 안 될까?’ ‘왜 대화가 겉돌기만 할까?’ 등 우리는 일상에서 하루에도 몇 번씩 소통 관련 장벽에 부딪히곤 한다. 장시간 대화를 나누고 많은 말이 오갔는데도 정작 말하고자 하는 바가 정확히 전달되지 않은 느낌 이럴 땐 정말이지 답답하기 짝이 없다. 왜 이런 일이 생기는 걸까? 소통에 관해 잘 알지 못하고 사실상 제대로 배워본 적도 없기 때문이다. 이 책은 소통 전문가의 27년 현장 강의를 집약한 것으로 소통의 기본 개념은 물론 제대로 된 소통을 위한 모든 것을 자세히 담고 있다. 대화의 사전 준비 질문하기 경청하기 공감하며 말하기 부드럽게 말하기 논리적으로 말하기 강하게 말하기 싫은 소리 잘 하기 등 올바른 소통을 위한 구체적인 대화법과 조직에서 가장 많이 쓰이는 설득하기와 면담하기의 구체적인 방법 등을 사례 중심으로 자세히 풀어냈다. ‘세상의 많은 문제들은 소통만 잘해도 해결될 수 있다’는 사실을 새삼 깨닫게 해주는 책이다.,"['대화', '소통', '장시간', '문제', '장벽', '해결']",0.182,0,,,,
